id,reportId,language,languageStyle,text,originalSyntheticText,sourceType,category,incidentCategory,severity,route,responsibleUnit,technicalIndicators,personalInformationLabels,incidentClusterId,expectedRedactedText,annotatorNotes,split
SYN-082,SYN-082,English,English,My password changed without my permission and I cannot access the account,My password changed without my permission and I cannot access the account,Image,Account takeover,Account takeover,High,Internal ICT/Security Team,Internal ICT/Security Team,,None,CL-02-06,My password changed without my permission and I cannot access the account,Deterministic synthetic example; human validation required.,train
SYN-070,SYN-070,English,English,My password changed without my permission and I cannot access the account,My password changed without my permission and I cannot access the account,TXT,Account takeover,Account takeover,High,Internal ICT/Security Team,Internal ICT/Security Team,,None,CL-02-03,My password changed without my permission and I cannot access the account,Deterministic synthetic example; human validation required.,train
SYN-143,SYN-143,English,English,Files on the email are encrypted and a ransom note demands payment Reported by user42@example.test on 08030000042.,Files on the email are encrypted and a ransom note demands payment Reported by user42@example.test on 08030000042.,Web form,Ransomware,Ransomware,Critical,Internal ICT/Security Team,Internal ICT/Security Team,,Email; Nigerian telephone number,CL-03-08,Files on the email are encrypted and a ransom note demands payment Reported by [EMAIL REDACTED] on [PHONE REDACTED].,Deterministic synthetic example; human validation required.,test
SYN-259,SYN-259,Nigerian Pidgin,Nigerian Pidgin,Normal software update restart the laptop as dem schedule am,Normal software update restart the laptop as dem schedule am,Email,Harmless technical failure,Harmless technical failure,Informational,Internal ICT/Help Desk,Internal ICT/Help Desk,,None,CL-06-01,Normal software update restart the laptop as dem schedule am,Deterministic synthetic example; human validation required.,train
SYN-354,SYN-354,English,English,Audit logs show an unapproved privileged session on bursary Reported by user3@example.test on 08030000003.,Audit logs show an unapproved privileged session on bursary Reported by user3@example.test on 08030000003.,Image,Unauthorised access,Unauthorised access,High,Internal ICT/Security Team,Internal ICT/Security Team,,Email; Nigerian telephone number,CL-08-00,Audit logs show an unapproved privileged session on bursary Reported by [EMAIL REDACTED] on [PHONE REDACTED].,Deterministic synthetic example; human validation required.,train
SYN-193,SYN-193,English,English,Antivirus detected malware on the email after an unknown attachment opened Reported by user42@example.test on 08030000042.,Antivirus detected malware on the email after an unknown attachment opened Reported by user42@example.test on 08030000042.,Web form,Malware,Malware,High,Internal ICT/Security Team,Internal ICT/Security Team,,Email; Nigerian telephone number,CL-04-08,Antivirus detected malware on the email after an unknown attachment opened Reported by [EMAIL REDACTED] on [PHONE REDACTED].,Deterministic synthetic example; human validation required.,test
SYN-236,SYN-236,English,English,The department cannot locate a portable drive used for student records,The department cannot locate a portable drive used for student records,Web form,Lost or stolen device,Lost or stolen device,Medium,Management,Management,,None,CL-05-07,The department cannot locate a portable drive used for student records,Deterministic synthetic example; human validation required.,train
SYN-016,SYN-016,English,English,I received an email asking me to verify my payroll password using https://verify-15.example.test/login Reported by user15@example.test on 08030000015.,I received an email asking me to verify my payroll password using https://verify-15.example.test/login Reported by user15@example.test on 08030000015.,Email,Phishing,Phishing,High,Internal ICT/Security Team,Internal ICT/Security Team,https://verify-15.example.test/login,Email; Nigerian telephone number,CL-01-03,I received an email asking me to verify my payroll password using https://verify-15.example.test/login Reported by [EMAIL REDACTED] on [PHONE REDACTED].,Deterministic synthetic example; human validation required.,train
SYN-345,SYN-345,Nigerian Pidgin,Nigerian Pidgin,Student record for library show for public folder,Student record for library show for public folder,Screenshot,Data exposure,Data exposure,High,Privacy and Data Protection Team,Privacy and Data Protection Team,,None,CL-07-08,Student record for library show for public folder,Deterministic synthetic example; human validation required.,test
SYN-656,SYN-656,English,English,The screen changed and I am not sure whether it is a security issue,The screen changed and I am not sure whether it is a security issue,TXT,Ambiguous report,Ambiguous report,Medium,Triage Review Team,Triage Review Team,,None,CL-14-01,The screen changed and I am not sure whether it is a security issue,Deterministic synthetic example; human validation required.,train
SYN-274,SYN-274,English,English,A scheduled software update restarted the laptop normally,A scheduled software update restarted the laptop normally,Screenshot,Harmless technical failure,Harmless technical failure,Informational,Internal ICT/Help Desk,Internal ICT/Help Desk,,None,CL-06-04,A scheduled software update restarted the laptop normally,Deterministic synthetic example; human validation required.,train
SYN-308,SYN-308,English,English,Confidential records were emailed to the wrong recipient from email,Confidential records were emailed to the wrong recipient from email,Web form,Data exposure,Data exposure,High,Privacy and Data Protection Team,Privacy and Data Protection Team,,None,CL-07-01,Confidential records were emailed to the wrong recipient from email,Deterministic synthetic example; human validation required.,train
SYN-108,SYN-108,English,English,Every document now has a strange extension and the screen says decrypt,Every document now has a strange extension and the screen says decrypt,Web form,Ransomware,Ransomware,Critical,Internal ICT/Security Team,Internal ICT/Security Team,,None,CL-03-01,Every document now has a strange extension and the screen says decrypt,Deterministic synthetic example; human validation required.,train
SYN-073,SYN-073,English,English,My password changed without my permission and I cannot access the account,My password changed without my permission and I cannot access the account,Email,Account takeover,Account takeover,High,Internal ICT/Security Team,Internal ICT/Security Team,,None,CL-02-04,My password changed without my permission and I cannot access the account,Deterministic synthetic example; human validation required.,train
SYN-608,SYN-608,English,English,I need the help desk opening time; no security incident occurred,I need the help desk opening time; no security incident occurred,Web form,Benign or non-security enquiry,Benign or non-security enquiry,Low,Internal ICT/Help Desk,Internal ICT/Help Desk,,None,CL-13-01,I need the help desk opening time; no security incident occurred,Deterministic synthetic example; human validation required.,train
SYN-557,SYN-557,English,English,A researcher found an input validation weakness on student portal Reported by user6@example.test on 08030000006.,A researcher found an input validation weakness on student portal Reported by user6@example.test on 08030000006.,Offline submission,Vulnerability report,Vulnerability report,Medium,Vulnerability Management Team,Vulnerability Management Team,,Email; Nigerian telephone number,CL-12-01,A researcher found an input validation weakness on student portal Reported by [EMAIL REDACTED] on [PHONE REDACTED].,Deterministic synthetic example; human validation required.,train
SYN-648,SYN-648,English,English,I need the help desk opening time; no security incident occurred,I need the help desk opening time; no security incident occurred,TXT,Benign or non-security enquiry,Benign or non-security enquiry,Low,Internal ICT/Help Desk,Internal ICT/Help Desk,,None,CL-13-09,I need the help desk opening time; no security incident occurred,Deterministic synthetic example; human validation required.,test
SYN-457,SYN-457,English,English,Heavy traffic from 192.0.2.7 made student portal unavailable Reported by user6@example.test on 08030000006.,Heavy traffic from 192.0.2.7 made student portal unavailable Reported by user6@example.test on 08030000006.,Offline submission,Denial of service,Denial of service,Critical,Network Operations and Security Team,Network Operations and Security Team,192.0.2.7,Email; Nigerian telephone number,CL-10-01,Heavy traffic from 192.0.2.7 made student portal unavailable Reported by [EMAIL REDACTED] on [PHONE REDACTED].,Deterministic synthetic example; human validation required.,train
